id,text,p_green,u,human_label,notes,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,override
9670549,"1. A method of determining if a hematological neoplasm is sensitive to treatment with histone deacetylase inhibitor (HDACi) and mechanistic Target of Rapamycin (mTOR) inhibitor (mTORi) combination therapy and treating the neoplasm, comprising: obtaining a blood sample from a subject with a hematological neoplasm; detecting the level of expression of six or more genes in the blood sample, wherein the six or more genes are selected from the group consisting of ATPase family, AAA domain containing 2 (ATAD2); Bloom syndrome, RecQ helicase-like (BLM); chromosome 9 open reading frame 140 (C9orf140); cyclin B2 (CCNB2); cell division cycle 20 homolog ( wherein the six or more genes comprise at least CDC25A, E2F2, RRM2, RAD51, MCM4, BLM, CDC6, CDCA5, HJURP, MCM2, MCM5, MYBL2, PHF19, SLC19A1, UBE2C, Hs.193784, Hs.202577, and HLA-DPB1; identifying the neoplasm as sensitive to treatment with HDACi and mTORi combination therapy if there is a difference in the level of expression of the six or more genes in the neoplasm sample as compared to a control; and administering a therapeutically effective amount of a HDACi and mTORi combination therapy to the subject if the neoplasm is identified as sensitive to treatment with HDACi and mTORi combination therapy.",0.5060571461419502,0.9878857077160996,,,1,high,"The patent claim explicitly details a method for diagnosing a hematological neoplasm – specifically, its response to a HDACi and mTORi combination. The claim’s core activity – identifying a neoplasm’s sensitivity to treatment based on gene expression – directly relates to the mitigation of climate change impacts through targeted therapy and disease control, making it a significant green technology application.  The selection of specific genes highlights a focused approach to understanding the underlying biological mechanisms driving tumor development.",0,1
9661070,"1. A load balancing system for balancing load based on performance based factors and non-performance based factors, the load balancing system comprising: a first local network, in a first geographic location, including a first plurality servers; a second local network, in a second geographic location, including a second plurality of servers; a traffic manager communicatively coupled to the first local network and the second local network, the traffic manager comprising:",0.493893595698061,0.987787191396122,,,0,unknown,"The claim describes a “load balancing system” – a core component of many IT infrastructure solutions – focused on optimizing resource allocation and performance. The mention of “performance based factors” and “non-performance based factors” directly aligns with the fundamental principles of load balancing, which is crucial for managing energy consumption and preventing bottlenecks, thus contributing to mitigating climate change through efficient resource utilization.  Furthermore, the inclusion of “servers” within a “local network” indicates a design focused on data centers and computing infrastructure – a vital area for green technology implementation.",0,0
8853641,"1. A photodetector device comprising: a semiconductor body having a front surface; an active-area region extending in the semiconductor body facing the front surface and configured to receive ultraviolet light radiation and generate, in response to the ultraviolet light radiation received, electric charge carriers; and a protective and antireflective cover layer comprising polydimethylsiloxane and extending on the front surface in the active-area region so that the ultraviolet light radiation is received by the active-area region through the cover layer.",0.5062015661969298,0.9875968676061404,,,0,low,"The claim describes a photodetector – a device that detects light – without explicitly mentioning any technology or process directly aimed at mitigating climate change. It focuses on the detection of UV light and utilizes a protective layer, which is a standard component in photodetectors but doesn’t relate to climate change mitigation strategies. It’s a fundamental optical component, not a solution to the problem.",0,0
9049764,"1. A LED drive circuit comprising: a controller generating a switching signal coupled to switch a magnetic device for generating an output current to drive a plurality of LEDs; and a programmable signal coupled to regulate a current-control signal of the controller; wherein the switching signal is modulated in response to the current-control signal for regulating the output current, and the level of the output current is correlated to the current-control signal.",0.4937538849045526,0.9875077698091052,,,0,low,"The claim describes a circuit design for LED drivers, which focuses on controlling the current supplied to LEDs. It doesn’t involve any novel technology or processes directly related to mitigating climate change or utilizing green technologies. The claim details a control system, not a technological breakthrough impacting environmental impact.",0,0
8396503,"1. A method of updating a signal quality target for power control of an ongoing uplink radio transmission in a radio communication system, said method comprising: detecting a change in transmission format from a first transmission format to a second transmission format for the uplink radio transmission; updating the signal quality target to include a target offset component associated with the detected change in transmission format; and determining said target offset component as a difference between an estimated required signal quality associated with the second transmission format and an estimated required signal quality associated with the first transmission format.",0.4935296795357127,0.9870593590714256,,,1,high,"The claim explicitly details a method of adjusting a signal quality target based on a change in transmission format. This directly relates to the core concept of optimizing radio communication systems, a key aspect of mitigating climate change through efficient energy use and reduced emissions. The “target offset component” element further emphasizes a technological solution aimed at improving performance, which is a fundamental element of green technology.",0,1
8956628,"1. The A purified bacteriophage preparation comprising CPAS-7 (accession number PTA-8479), CPAS-15 (accession number PTA-8480), CPAS-16 (accession number PTA-8481) and CPLV-42 (accession number PTA-8483) wherein each bacteriophage has lytic activity against at least five C. perfringens strains which cause necrotic enteritis in poultry.",0.4934798050157974,0.9869596100315948,,,1,high,"The claim explicitly details the preparation of bacteriophages designed to target *C. perfringens* bacteria, a significant pathogen in poultry. The “lytic activity” described suggests a mechanism for combating bacterial infections, directly impacting a critical challenge in animal health and potentially contributing to disease mitigation. The inclusion of specific strain targets reinforces this connection to a biological control strategy.",0,1
9356834,"1. A method for retrieving routing entries from a switch module, the method comprising: receiving, from a management controller, a request for at least one routing entry in a forwarding database (FDB) matching a specified criteria, wherein the request is associated with a first timeout value; initiating a timer associated with the FDB having a value less than the first timeout value; responsive to determining a first routing entry in the FDB matches the specified criteria before expiration of the timer associated with the FDB, writing the first routing entry to an output register; responsive to expiration of the timer associated with the FDB, writing an indication that an FDB timeout has occurred to the output register; asserting that a write operation to the output register has been completed; and generating a response frame, to the management controller, containing the value of the output register.",0.4933782631854638,0.9867565263709276,,,1,high,"The claim describes a process for managing routing entries within a switch module, explicitly involving a timer that triggers an action upon expiration. This directly relates to the management of routing data and, consequently, influencing network traffic, which is a core component of routing and therefore contributes to mitigating climate change through efficient network operations.",0,1
8470168,"1. A heat exchanger system through which a liquid can flow, comprising: a heat exchanger including a liquid inlet and a liquid outlet; a bypass valve including a liquid inlet and a liquid outlet; and a self-cleaning filter including a filtering membrane, a liquid inlet, and first and second liquid outlets, the first outlet being an outlet for filtered liquid and the second outlet being an outlet for non-filtered liquid, the first outlet for filtered liquid being connected to the inlet of the exchanger and the second outlet for non-filtered liquid being connected to the inlet of the valve, and the outlet of the exchanger being connected downstream of the outlet of the valve, wherein the bypass valve is open when a pressure at the second outlet for non-filtered liquid is greater than a predetermined value due to impurities in the filter, the impurities being removed by a flow of liquid when the bypass value us open.",0.5067024231287832,0.9865951537424336,,,1,high,"The claim describes a heat exchanger design with a self-cleaning filter utilizing a bypass valve. The key elements – a pressure differential driving a bypass valve to remove impurities – directly relate to mitigating climate change by reducing emissions from industrial processes or potentially from the combustion of fossil fuels. The focus on filtered liquid and its subsequent discharge points highlights a mechanism for purification, a core element in many green technology applications.",0,1
9183023,"1. A computing device, comprising: a hardware processor; an environment manager, executed by the hardware processor, to execute multiple virtual environments concurrently, the multiple virtual environments comprising:",0.506762716787568,0.986474566424864,,,1,high,"The claim explicitly states the device ""concurrently executes multiple virtual environments."" This is a core component of virtualization, a fundamental technology used in many computing systems, and therefore strongly linked to climate change mitigation through energy efficiency.  The mention of “virtual environments” also points directly to the use of computing resources – a crucial aspect of carbon emissions.",0,1
9298530,"1. A semiconductor device comprising: a central processing unit (CPU); a first watchdog timer that monitors a runaway of the CPU; a second watchdog timer that monitors the runaway of the CPU; a first diagnosis circuit that monitors the first watchdog timer and generates a first diagnosis result signal; and a second diagnosis circuit that monitors the second watchdog timer and generates a second diagnosis result signal, wherein the first diagnosis circuit receives the second diagnosis result signal and the second diagnosis circuit receives the first diagnosis result signal, and wherein the first and second diagnosis circuits monitor each other by the first and second diagnosis result signals.",0.4930579866903103,0.9861159733806206,,,1,high,"The claim describes a system designed to detect and potentially mitigate a runaway condition within a CPU. This directly relates to monitoring and diagnosing system stability, a core aspect of computer hardware and, therefore, a significant component in mitigating potential issues that could contribute to system failures – a key aspect of climate change mitigation where stable and reliable systems are vital. The “watchdog timer” functionality is a standard technique used in many systems to prevent catastrophic failures.",0,1
9620454,"1. An integrated circuit (IC) comprising: a semiconductor substrate comprising active elements; a middle-of-line (MOL) layer disposed above the semiconductor substrate; a metal interconnect layer disposed over the MOL layer, the metal interconnect layer comprising a first metal conductive element and a second metal conductive element; and an elongated via disposed between the metal interconnect layer and the MOL layer, the elongated via disposed in contact with the first metal conductive element and the second metal conductive element to interconnect the first metal conductive element and the second metal conductive element.",0.4929863224702751,0.9859726449405504,,,1,high,"The claim describes an integrated circuit (IC) with a specific layered structure – a semiconductor substrate, a MOL layer, metal interconnects, and an elongated via – all of which are hallmarks of modern electronic device design and, therefore, directly relevant to the development of technologies aimed at mitigating climate change. The mention of “active elements” and “metal conductive elements” strongly suggests a component designed to improve energy efficiency or reduce carbon emissions within electronic systems.",0,1
9498800,"1. A method for removing impurities from shredded plastic ( 56 ) using an apparatus comprising a first cleaning disk ( 10 ) with a first cleaning surface ( 12 ) and a second cleaning disk ( 40 ) with a second cleaning surface ( 42 ), wherein the cleaning surfaces ( 12 , 42 ) lie opposite each other and define amongst each other a cleaning gap ( 44 ), further comprising a drive device, with which at least one of the cleaning disks ( 12 , 42 ) is rotatable around its rotational axis ( 22 ) and a feeding device, with which the shredded plastic 56 can be fed between the cleaning disks ( 10 , 40 ), wherein the cleaning surfaces ( 12 , 42 ) of the cleaning disks ( 10 , 40 ) each have a plurality of cleanings ribs ( 18 , 46 ) extending between an inner and an outer edge ( 14 , 16 ) of the cleaning surfaces ( 12 , 42 ), wherein at least one flank ( 24 , 28 ) of the cleaning ribs ( 18 , 46 ) is tilted or bent with respect to an axial direction of the respective cleaning disk ( 10 , 40 ), several cleaning webs ( 20 , 48 ) progressing transversely to an extension direction of the cleaning ribs ( 18 , 46 ) are arranged between at least some of the adjacent cleaning ribs ( 18 , 46 ) the cleaning webs ( 20 , 48 ) of the first and/or second cleaning disk ( 10 , 40 ) each rise in a ramp-like manner in a radial direction of the cleaning disks ( 10 , 40 ) and the cleaning webs ( 20 , 48 ) of the first cleaning disk ( 10 , 40 ) have a lower height than the cleaning ribs ( 18 , 46 ) of the first cleaning disk ( 10 ) and/or that the cleaning webs ( 20 , 48 ) of the second cleaning disk ( 48 ) have a lower height than the cleaning ribs ( 18 , 46 ) of the second cleanings disk ( 48 ), wherein said method includes the following steps: at least one cleaning disk ( in which liquid, is fed into the cleaning gap ( wherein shredded plastic ( wherein the shredded plastic (",0.5071043018014527,0.9857913963970946,,,1,high,"The claim describes a method for removing impurities from shredded plastic using rotating cleaning disks with ribs that slant, effectively incorporating a controlled cleaning process. This directly relates to mitigating pollution from plastic waste, a key component of climate change mitigation efforts. The “cleaning gaps” and “cleaning webs” further detail the mechanism for impurity removal, aligning with green technology principles.",0,1
9221776,"1. A method for the epoxidation of an olefin comprising: reacting a feed gas composition containing an olefin, oxygen, and a halocarbon moderator having a first optimum moderator concentration M increasing the first temperature to a second temperature T increasing the first optimum moderator concentration to a second optimum moderator concentration M wherein temperature has the units of degrees Celsius, and r is a constant factor which is in the range of from 0.001% to 100%.",0.4927904626337233,0.9855809252674466,,,0,low,"The claim describes a method for an epoxidation reaction, which is a chemical process, not a technological advancement aimed at mitigating climate change. It focuses on optimizing a reaction condition (temperature and moderator concentration) rather than introducing a new technology or altering a process to reduce greenhouse gas emissions.",0,0
9291910,1. A solution comprising: a quaternary ammonium hydroxide present in an amount from about 2% by weight to about 5% by weight of a total weight of the solution; hydrogen peroxide present in an amount of at least about 3% by weight to no greater than about 8% by weight of the total weight of the solution; water; an amine present in an amount from about 2% by weight to about 6% by weight of the total weight of the solution; and a co-solvent present in an amount from about 1% by weight to about 10% by weight of the total weight of the solution.,0.4922475707527854,0.9844951415055708,,,1,high,"The claim explicitly mentions “solution,” “hydrogen peroxide,” “water,” “amine,” and “co-solvent,” all of which are core components in many green technology applications related to water treatment, pollution remediation, and potentially even sustainable chemical processes – all critical for mitigating climate change through reduced emissions and pollution.  The use of quaternary ammonium hydroxide and hydrogen peroxide further points to advancements in pollutant removal and treatment, hallmarks of green technology.",0,1
9850756,"1. A method for construction of an underground reservoir, the method comprising the steps of: a) drilling a first well and a second well extending from a ground surface to a limestone layer, disposing at least one channel in the limestone layer to connect the first well and the second well, and inserting a first sleeve and a second sleeve in the first well and the second well, respectively; b) introducing carbon dioxide having a gas pressure of at least 1 MPa from a carbon dioxide storage tank into a first carbon dioxide absorption solution in an absorption tower to yield a carbon dioxide solution, injecting the carbon dioxide solution into the first sleeve and allowing the carbon dioxide solution to flow to the limestone layer through the first sleeve and react with limestone to yield a solution of calcium bicarbonate, thereby forming a cavern with the solution of calcium bicarbonate being contained in the cavern, and discharging the solution of calcium bicarbonate out of the second sleeve; c) collecting the solution of calcium bicarbonate; decompressing the solution of calcium bicarbonate; decomposing calcium bicarbonate in the solution of calcium bicarbonate to carbon dioxide, water, calcium carbonate, and a second carbon dioxide absorption solution; separating carbon dioxide from the second carbon dioxide absorption solution by using a vacuum pump; crystallizing, precipitating, and discharging calcium carbonate by using a crystallizer; then transporting the second carbon dioxide absorption solution to the absorption tower; transporting carbon dioxide to the carbon dioxide storage tank; and storing calcium carbonate; and d) repeating steps b) and c) until the cavern reaches a desired size, discharging solutions from the cavern to yield the underground reservoir.",0.5077680285056091,0.9844639429887818,,,1,high,"The claim details a process for creating a cavern through carbon sequestration – a core element of climate change mitigation. Specifically, the “carbon dioxide absorption solution” and the subsequent reactions within the cavern represent a method to actively reduce atmospheric carbon dioxide levels. The “storage tank” and “carbon dioxide storage tank” elements further solidify its connection to climate change reduction strategies.",0,1
8792881,"1. A coordinated multi-point (CoMP) transmission execution cell determination method in a wireless communication system for performing coordinated multi-point transmission in a multi-cell environment, the method comprising: determining, by a serving base station, a terminal to perform the CoMP transmission among terminals in a serving cell, the determining the terminal to perform the CoMP transmission among the terminals in the serving cell being performed by the serving cell based on signals from the terminals regarding channel quality in the serving cell; directing, by the serving base station, the terminal, determined to perform the CoMP transmission, to collect first measurement information on adjacent cells; receiving the first measurement information on adjacent cells from the terminal to prepare a candidate cell list to perform the CoMP transmission based on the first measurement information; transmitting the prepared candidate cell list to the terminal and instructing the terminal to collect second measurement information on candidate cells included in the candidate cell list to perform coordinated multi-point transmission; receiving the second measurement information from the terminal and determining adjacent cells to perform coordinated multi-point transmission in a range of predetermined number of cells based on the received second measurement information; and transmitting information on the determined adjacent cells to the terminal.",0.4920541160946441,0.9841082321892882,,,1,high,The claim details a complex process of coordinated multi-point transmission – a core component of many wireless communication systems – which directly addresses the mitigation of climate change through reduced energy consumption and emissions. The emphasis on “coordinated multi-point transmission” and “determining cell lists” strongly implies a technological advancement aimed at improving energy efficiency and minimizing the carbon footprint of wireless networks.,0,1
8750210,"1. A radio for wireless communication, the radio comprising: a plurality of radio output ports; a plurality of power amplifiers; power pooling circuitry, the power pooling circuitry: a plurality of digital direct up-converters, each of the plurality of digital direct up-converters in communication with a corresponding power amplifier, each of the plurality of digital direct up-converters processing the adjusted carrier signals, the processing including up-sampling the adjusted carrier signals; and the plurality of power amplifiers amplifying the adjusted up-sampled carrier signals and outputting the amplified adjusted up-sampled carrier signals for transmission using the selected N radio output ports.",0.4919391615018398,0.9838783230036796,,,1,high,The claim describes a radio system utilizing digital direct up-conversion (DDU) circuitry within the power amplifiers. This directly relates to a core component of modern wireless communication technologies – power amplification – and the process of modulating and amplifying signals to improve efficiency and range. The specific mention of “up-sampling” further strengthens the connection to advanced modulation techniques beneficial for signal processing and potentially energy conservation.,0,1
8683269,"1. A system comprising: a processor; a network interface operably coupled to the processor and configured to send and receive messages via a network using an asynchronous computer communication protocol; two or more buffers, including an ingress buffer to store first content corresponding to a received message and an egress buffer to store second content corresponding an outgoing message; a memory accessible to the processor, the memory including",0.5083119481722458,0.9833761036555084,,,1,high,"The claim details a system designed for asynchronous communication, a core element of many network-based technologies. The use of “network using an asynchronous computer communication protocol” directly links to the underlying infrastructure crucial for data transfer and therefore, significantly impacts climate change mitigation. The inclusion of “buffers” – storing content – further suggests a mechanism for data exchange, essential for many climate-related monitoring and modeling efforts.",0,1
9408144,"1. A method comprising: by a user equipment (UE) device: sending, to a base station, a first message indicating that the UE device can perform a reduced hybrid automatic repeat request (HARQ) timeline; receiving, from the base station, a second message comprising a reduced HARQ timeline configuration, wherein the reduced HARQ timeline configuration reduces interruption to a sleep mode of the UE; receiving, from the base station, a first data transmission during a first subframe; generating feedback information for the base station, wherein the feedback information comprises a likelihood that a decoding of the first data transmission is likely to fail; and transmitting, to the base station and based on the feedback information and the reduced HARQ timeline configuration, a second message during a second subframe, wherein the second message comprises: i) an acknowledgement (ACK) message corresponding to the first data transmission, or ii) a negative acknowledgement (NACK) message corresponding to the first data transmission, wherein the transmitting occurs before the decoding of the first data transmission has finished.",0.5083327660707606,0.9833344678584788,,,1,high,"The claim describes a system utilizing HARQ (Hybrid Automatic Repeat Request) and focuses on a mechanism for mitigating interruption to sleep mode. The core of the claim revolves around generating feedback to the base station regarding the likelihood of decoding a data transmission, which directly relates to error correction and potential disruption mitigation – a key aspect of climate change mitigation through improved network reliability. Furthermore, the “reduced HARQ timeline configuration” itself suggests an optimization strategy aimed at reducing energy consumption and potentially slowing down processing, contributing to a greener technological approach.",0,1
8634928,"1. An apparatus for wireless power transmission within an environment of unknown transmission characteristics comprising: a wireless power transmitter, the wireless power transmitter including: a wireless power receiver, the wireless power receiver including: wherein the wireless power transmitter and the wireless power receiver are disposed a distance apart that ranges between wavelength/100 to wavelength*100.",0.491464828341063,0.982929656682126,,,0,low,"The claim describes the *placement* of components – a wireless power transmitter and receiver – rather than a technological solution to mitigate climate change. It focuses on the *distance* between them, which is a logistical aspect of power transfer, not a core innovation in renewable energy, energy storage, or climate modeling.  It lacks any mention of carbon capture, atmospheric scrubbing, or other technologies directly related to reducing greenhouse gas emissions.",0,0
9142351,"1. An electronic component comprising: an electronic component body; a first terminal electrode; a second terminal electrode; and a third terminal electrode; wherein the electronic component body includes first and second principal surfaces extending in a length direction and a width direction, first and second side surfaces extending in the length direction and a thickness direction, and first and second end surfaces extending in the width direction and the thickness direction; the first terminal electrode is provided on an end portion of the second principal surface on a side of the first end surface in the length direction, and extends from the second principal surface onto the first and second side surfaces and the first end surface such as not to reach the first principal surface; the second terminal electrode is provided on an end portion of the second principal surface on a side of the second end surface in the length direction, and extends from the second principal surface onto the first and second side surfaces and the second end surface such as not to reach the first principal surface; the third terminal electrode is provided on a portion of the second principal surface located between the first terminal electrode and the second terminal electrode in the length direction, and extends from the second principal surface onto the first and second side surfaces such as not to reach the first principal surface; and an area proportion of the first terminal electrode on the first end surface relative to the first end surface is higher than or equal to about 7% and lower than about 50%; an area proportion of the second terminal electrode on the second end surface relative to the second end surface is higher than or equal to about 7% and lower than about 50%; an area proportion of a total of each area of the first, second and third terminal electrodes on the first side surface relative to an entire area of the first side surface is higher than or equal to about 15% and lower than about 50%; the electronic component includes a plurality of first inner electrodes which are exposed at the second principal surface and connected to the first and second terminal electrodes at the second principal surface; and the plurality of first inner electrodes are spaced apart from both of the first and second end surfaces and are not connected to portions of the first and second terminal electrodes at the first and second end surfaces.",0.5085532548676294,0.9828934902647412,,,1,high,"The patent claim meticulously details the construction of an electronic component with multiple electrode arrangements, specifically highlighting a “proportion” of each electrode relative to a specific area of the first side surface. This detailed description strongly suggests the design is focused on modulating heat dissipation or electrical conductivity – both crucial aspects of mitigating climate change through energy efficiency – while simultaneously incorporating elements potentially used for advanced sensing or integration into a system. The emphasis on precise area proportions points towards a technological application heavily tied to climate control or thermal management.",0,1
9529419,"1. A switching element, comprising: a plurality of interfaces connected with a processing pipeline and a packet buffer; a clock generator connected with the processing pipeline and the packet buffer, the clock generator configured to operate at a determined speed; where the determined speed of the clock generator is adjusted according an operating state of the interfaces; and a memory configured to store a hardware forwarding database to store packet forwarding information for packets received at the interfaces, at least a portion of the hardware forwarding database configured to be powered down in accordance with the determined speed of the clock generator being adjusted and the at least a portion of the hardware forwarding database being duplicated in another memory.",0.4913755370779166,0.9827510741558332,,,1,high,"The claim describes a system utilizing a “switching element” with a “processing pipeline” and “packet buffer,” crucially incorporating a “clock generator” that dynamically adjusts its speed based on an “operating state” and stores “hardware forwarding information” in a “memory.” This directly relates to the core functionality of packet forwarding, a fundamental element of modern network infrastructure – all of which is crucial for mitigating climate change through efficient data transfer and thus, reduces carbon emissions.",0,1
9817380,"1. A system comprising: a site-based computing device having: wherein the computer processor is configured to store signaling protocols for a multitude of different irrigation controllers, further wherein the computer processor is configured to recognize a type of the irrigation controller at the site from the multitude of different irrigation controllers by causing the irrigation controller at the site to output information and then comparing that information to the stored signaling protocols.",0.491354233607014,0.982708467214028,,,1,high,"The claim describes a system that utilizes computer processors to manage and recognize irrigation controllers – a core component of irrigation systems. This directly relates to the implementation of irrigation technologies, which are a significant contributor to agricultural water usage and therefore, indirectly impacts climate change mitigation through water resource management. The system’s ability to “recognize a type of the irrigation controller” is a critical element for monitoring and potentially optimizing water usage, a key aspect of climate change mitigation strategies.",0,1
8887489,"1. A chevron ( 20 . 1 , 20 . 2 , 20 . 3 ) which is positioned at the periphery of an outlet orifice ( 5 , 11 ) for the jet ( 7 , 9 ) from a turbojet engine nozzle ( 4 , 10 ) for the purposes of attenuating the noise of said jet and the shape of which is delimited: by two at least approximately rectilinear lateral sides ( by a transverse line ( wherein said transverse line ( wherein the lateral sides ( wherein said rounded lateral protrusions ( wherein no portion of the transverse line extends from the two lateral protrusions toward the nozzle as far as do the rectilinear lateral sides, and wherein the transverse line and the intermediate recess are asymmetrical about the median longitudinal axis.",0.5086577237961307,0.9826845524077386,,,0,low,"The claim describes a nozzle design focused on noise reduction – a practical engineering solution but does not involve any novel technology or process related to mitigating climate change. It’s about optimizing an existing jet engine design, not creating a new green technology.",0,0
9131881,"1. A method of determining an increase in an amount of oxygen in a body of a patient, where the increase occurs after the patient has reached a 100% oxygen saturation value, and displaying the increase to a patient care provider for use in treating the patient in real time, the method comprising: emitting light of at least a first and second wavelength of light from a light emitter into the body of the patient; detecting the light after attenuation of the body, wherein the detected attenuation of the light is indicative of a physiological condition of the body of the patient; determining at least a first ratio of a detected measure of an attenuation of the first wavelength to a detected measure of an attenuation of the second wavelength; using the first ratio to determine an oxygen saturation level; using the detected measures of the attenuations of the first and second wavelengths of light to determine the increase in the amount of oxygen in the body of the patient where the increase occurs after the patient has reached a 100% oxygen saturation measurement; and displaying, using a displayed measurement separate from said oxygen saturation measurement, an indication that oxygen levels in the body of the patient continue to increase beyond a 100% oxygen saturation measurement.",0.508688889759291,0.982622220481418,,,1,high,"The claim details a method for real-time monitoring of a patient's oxygen saturation – a core element of physiological monitoring relevant to healthcare and, crucially, potentially linked to mitigating climate change through improved respiratory health. The emphasis on “increase in an amount of oxygen” and the “continued increase beyond a 100% oxygen saturation” strongly suggests an application to diagnosing and managing conditions potentially impacting atmospheric oxygen levels, thus falling within the domain of green technology and potentially supporting climate change mitigation efforts through improved public health.",0,1
8450515,1. A method for preparing cyclic trisilaalkane represented by Chemical Formula 2 or a linear trisilaalkane represented by Chemical Formula 3 by reacting bischlorosilylmethane having an Si—H bond represented by Chemical Formula 1 shown below alone under the presence of a quaternary organic phosphonium salt catalyst: wherein R,0.5087601246055666,0.9824797507888668,,,1,high,"The claim details a chemical process – preparing cyclic trisilaalkanes – utilizing bischlorosilylmethane (Chemical Formula 1) and a quaternary organic phosphonium salt catalyst. These are key components in the synthesis of cyclic compounds, a fundamental aspect of chemical manufacturing and, crucially, a significant area of research in optimizing chemical production to minimize waste and energy consumption – directly linking to climate change mitigation.  The focus on cyclic structures further reinforces the technological relevance to sustainable chemical practices.",0,1
9249244,"1. A method for producing a polydiene, the method comprising the steps of: (i) preparing an active preformed catalyst by introducing a lanthanide-containing compound, an alkylating agent, a halogen source, and optionally monomer; (ii) independent of step (i), introducing the preformed catalyst to conjugated diene monomer that is to be polymerized; (iii) independent of step (i), introducing an amine to the conjugated diene monomer that is to be polymerized, where the ratio of the amine to the lanthanide-containing compound is at least 20:1; and (iv) polymerizing the conjugated diene monomer that is to be polymerized with the preformed catalyst in the presence of the amine to produce a polymer having a reactive end, where the amine and the preformed catalyst are introduced separately and individually to the conjugated diene monomer that is to be polymerized.",0.5088663956064937,0.9822672087870126,,,1,high,"The claim details a method for producing polydiene, a compound with potential applications in polymer chemistry and potentially related materials science. The introduction of a lanthanide-containing compound, an alkylating agent, a halogen source, and an amine *individually* to a conjugated diene monomer is a core process involved in producing a polymer. This strongly suggests a focus on polymer chemistry, a key area of green technology research and development.",0,1
9441557,"1. A method for an engine, comprising: determining a vacuum level at a vacuum reservoir and opening a vacuum-actuated valve responsive to the vacuum level at the vacuum reservoir to vary a motive flow through an ejector arranged in a bypass passage coupled across an intake throttle, the valve coupled upstream of the ejector in the bypass passage, wherein a position of the valve is controlled by a vacuum actuator arranged in a passage coupled to the vacuum reservoir; wherein the opening responsive to the vacuum level at the vacuum reservoir includes increasing the opening of the vacuum-actuated valve in response to the vacuum level at the vacuum reservoir being lower than a threshold.",0.4907439763176014,0.9814879526352028,,,1,high,"The claim describes a system utilizing a vacuum to control a flow, a core element of many engine technologies and related systems aiming to improve fuel efficiency and reduce emissions. The “vacuum actuator” and “vacuum level” directly relate to a key aspect of environmental control – managing the flow of gases – a fundamental principle in mitigating climate change through reduced greenhouse gas emissions. The “bypass passage” and “ejector” further detail processes that are crucial for a functioning engine and therefore contribute to overall green technology.",0,1
9284631,"1. A hypereutectic white iron alloy, wherein the alloy comprises, in weight percent based on a total weight of the alloy: remainder Fe and unavoidable impurities, provided that a carbonitride volume fraction (CNVF): (% C+% N)×12.33+(% Cr+% M)×0.55−15.2 equals at least 50, % M representing a total percentage of V, Mo, Nb, and Ti.",0.5094276653669205,0.981144669266159,,,1,high,"The claim explicitly details the composition of an iron alloy – a key component in many steel production processes – and crucially, it sets a minimum carbonitride volume fraction (CNVF) of 50%. This suggests a focus on manipulating iron’s properties to potentially influence its environmental impact, aligning with green technology principles by aiming to reduce greenhouse gas emissions through material science.  The inclusion of “carbonitride volume fraction” is a significant indicator of a technological focus on mitigating climate change.",0,1
9851500,"1. A light-diffusing element comprising: a glass core, said glass core having a diameter greater than 65 μm; and a cladding surrounding said glass core, said cladding having a lower refractive index than said glass core, said cladding including first scattering centers, said first scattering centers having a cross-section with a dimension of at least 25 nm; wherein said element exhibits light scattering losses of at least 0.1 dB/m.",0.5098096119886489,0.980380776022702,,,1,high,"The claim explicitly describes a light-diffusing element designed to minimize light scattering losses. This directly relates to mitigating light pollution, a potential consequence of increased light emission, and thus contributes to climate change mitigation efforts by reducing the amount of harmful light reaching the atmosphere. The inclusion of “light scattering losses” is a core element of this function.",0,1
9012040,"1. An anthracene derivative that is represented by the following Formula 1: wherein n is an integer in the range of 1 to 3, in the case of when n is 2 or more, the structures in the parentheses are the same as or different from each other, L Ar Ar is substituted or unsubstituted nonfused ring having 6 to 50 carbon atoms; substituted or unsubstituted fused ring aryl having 10 to 50 carbon atoms; substituted or unsubstituted nonfused ring or fused ring heteroaryl having 3 to 50 carbon atoms; substituted or unsubstituted fluorenyl; substituted or unsubstituted carbazolyl; or substituted or unsubstituted arylamine, when n is 1, at least one of Ar, Ar a and b are 1; X the arylamine is an amine group that is substituted by one or more aryl groups having 6 to 20 carbon atoms and the nitrogen atom of the amine group is not included in a fused or non-fused ring.",0.4900854827637075,0.980170965527415,,,1,high,"The claim describes a specific chemical compound – an anthracene derivative – with a defined structure that includes various substituted rings and aryl amines. This directly relates to the synthesis and characterization of molecules with potential applications in materials science or pharmaceutical research, which are all areas increasingly focused on climate change mitigation through novel materials and compounds.  The presence of the “aromatic” and “heteroaryl” ring structures strongly suggests a potential for applications in solar energy or other technologies that could impact the environment.",0,1
